title|sub_category-name|company-name|description|personal_or_group|is_allowed_one_day|price_of_one_day|count_of_week|count_of_month|price_of_month|preparation|maximum_number_of_enrollment|curriculum_in_first_week|curriculum_in_second_week|curriculum_in_third_week|curriculum_in_fourth_week|curriculum_in_fifth_week|dayOfWeek|startTime|duration
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon|15:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue|15:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Wed|15:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Thu|15:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Fri|15:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Sat|15:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon|16:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue|16:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Wed|16:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Thu|16:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Fri|16:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Sat|16:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon|17:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue|17:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Wed|17:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Thu|17:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Fri|17:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon|18:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue|18:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Wed|18:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Thu|18:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Fri|18:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon|19:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue|19:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Wed|19:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Thu|19:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Fri|19:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon|20:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue|20:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Wed|20:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Thu|20:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Fri|20:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon|21:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue|21:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Wed|21:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Thu|21:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 1회|drum|매치스튜디오||personal|FALSE|50000|1|4|185000||1|드럼 기본자세(스틱잡은자세). 4비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|8비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|8비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|16비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Fri|21:00:00|1:00:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 5비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|9비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|9비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|17비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|13:00:00,13:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 6비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|10비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|10비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|18비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|14:00:00,14:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 7비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|11비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|11비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|19비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|15:00:00,15:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 8비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|12비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|12비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|20비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|16:00:00,16:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 9비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|13비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|13비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|21비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|17:00:00,17:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 10비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|14비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|14비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|22비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|18:00:00,18:00:00|0:30:00
